"Stunden","FR.stadteinwärts","FR.stadtauswärts","Temperatur...C.","Windstärke..km.h.","noOfBikes","Wetter","date","year","month","day","weekday","hour"
"1/12/2015 1:00",14,19,6,22,33,NA,2015-01-12 01:00:00,2015,1,12,"Mon",1
"1/12/2015 2:00",6,3,7,26,9,NA,2015-01-12 02:00:00,2015,1,12,"Mon",2
"1/12/2015 3:00",2,2,7,24,4,NA,2015-01-12 03:00:00,2015,1,12,"Mon",3
"1/12/2015 4:00",2,2,7,24,4,NA,2015-01-12 04:00:00,2015,1,12,"Mon",4
"1/12/2015 5:00",29,8,7,24,37,NA,2015-01-12 05:00:00,2015,1,12,"Mon",5
"1/12/2015 6:00",72,24,7,26,96,NA,2015-01-12 06:00:00,2015,1,12,"Mon",6
"1/12/2015 7:00",351,180,7,30,531,NA,2015-01-12 07:00:00,2015,1,12,"Mon",7
"1/12/2015 8:00",532,411,7,32,943,NA,2015-01-12 08:00:00,2015,1,12,"Mon",8
"1/12/2015 9:00",378,307,7,32,685,NA,2015-01-12 09:00:00,2015,1,12,"Mon",9
"1/12/2015 10:00",399,368,7,30,767,NA,2015-01-12 10:00:00,2015,1,12,"Mon",10
"1/12/2015 11:00",378,369,7,30,747,NA,2015-01-12 11:00:00,2015,1,12,"Mon",11
"1/12/2015 12:00",365,389,7,33,754,NA,2015-01-12 12:00:00,2015,1,12,"Mon",12
"1/12/2015 13:00",447,389,7,30,836,NA,2015-01-12 13:00:00,2015,1,12,"Mon",13
"1/12/2015 14:00",372,410,8,30,782,NA,2015-01-12 14:00:00,2015,1,12,"Mon",14
"1/12/2015 15:00",509,463,9,33,972,NA,2015-01-12 15:00:00,2015,1,12,"Mon",15
"1/12/2015 16:00",565,421,9,33,986,NA,2015-01-12 16:00:00,2015,1,12,"Mon",16
"1/12/2015 17:00",553,539,9,32,1092,NA,2015-01-12 17:00:00,2015,1,12,"Mon",17
"1/12/2015 18:00",457,456,9,35,913,NA,2015-01-12 18:00:00,2015,1,12,"Mon",18
"1/12/2015 19:00",380,431,9,39,811,NA,2015-01-12 19:00:00,2015,1,12,"Mon",19
"1/12/2015 20:00",237,256,8,32,493,NA,2015-01-12 20:00:00,2015,1,12,"Mon",20
"1/12/2015 21:00",147,181,8,26,328,NA,2015-01-12 21:00:00,2015,1,12,"Mon",21
"1/12/2015 22:00",102,198,9,32,300,NA,2015-01-12 22:00:00,2015,1,12,"Mon",22
"1/12/2015 23:00",45,138,9,28,183,NA,2015-01-12 23:00:00,2015,1,12,"Mon",23
"1/13/2015 0:00",19,74,10,32,93,NA,2015-01-13 00:00:00,2015,1,13,"Tues",0
"1/13/2015 1:00",6,15,9,30,21,NA,2015-01-13 01:00:00,2015,1,13,"Tues",1
"1/13/2015 2:00",4,9,10,30,13,NA,2015-01-13 02:00:00,2015,1,13,"Tues",2
"1/13/2015 3:00",3,2,9,26,5,NA,2015-01-13 03:00:00,2015,1,13,"Tues",3
"1/13/2015 4:00",6,2,9,24,8,NA,2015-01-13 04:00:00,2015,1,13,"Tues",4
"1/13/2015 5:00",27,10,10,30,37,NA,2015-01-13 05:00:00,2015,1,13,"Tues",5
"1/13/2015 6:00",84,38,11,33,122,NA,2015-01-13 06:00:00,2015,1,13,"Tues",6
"1/13/2015 7:00",409,191,9,30,600,NA,2015-01-13 07:00:00,2015,1,13,"Tues",7
"1/13/2015 8:00",519,443,9,26,962,NA,2015-01-13 08:00:00,2015,1,13,"Tues",8
"1/13/2015 9:00",498,431,8,26,929,NA,2015-01-13 09:00:00,2015,1,13,"Tues",9
"1/13/2015 10:00",401,366,8,26,767,NA,2015-01-13 10:00:00,2015,1,13,"Tues",10
"1/13/2015 11:00",443,321,9,22,764,NA,2015-01-13 11:00:00,2015,1,13,"Tues",11
"1/13/2015 12:00",452,397,9,28,849,NA,2015-01-13 12:00:00,2015,1,13,"Tues",12
"1/13/2015 13:00",411,355,9,24,766,NA,2015-01-13 13:00:00,2015,1,13,"Tues",13
"1/13/2015 14:00",394,425,9,32,819,NA,2015-01-13 14:00:00,2015,1,13,"Tues",14
"1/13/2015 15:00",381,395,9,22,776,NA,2015-01-13 15:00:00,2015,1,13,"Tues",15
"1/13/2015 16:00",461,429,9,26,890,NA,2015-01-13 16:00:00,2015,1,13,"Tues",16
"1/13/2015 17:00",613,438,8,22,1051,NA,2015-01-13 17:00:00,2015,1,13,"Tues",17
"1/13/2015 18:00",495,433,8,20,928,NA,2015-01-13 18:00:00,2015,1,13,"Tues",18
"1/13/2015 19:00",396,447,8,20,843,NA,2015-01-13 19:00:00,2015,1,13,"Tues",19
"1/13/2015 20:00",216,313,8,20,529,NA,2015-01-13 20:00:00,2015,1,13,"Tues",20
"1/13/2015 21:00",155,161,8,28,316,NA,2015-01-13 21:00:00,2015,1,13,"Tues",21
"1/13/2015 22:00",122,195,7,20,317,NA,2015-01-13 22:00:00,2015,1,13,"Tues",22
"1/13/2015 23:00",80,101,7,20,181,NA,2015-01-13 23:00:00,2015,1,13,"Tues",23
"1/14/2015 0:00",24,71,7,19,95,NA,2015-01-14 00:00:00,2015,1,14,"Wed",0
"1/14/2015 1:00",17,20,7,17,37,NA,2015-01-14 01:00:00,2015,1,14,"Wed",1
"1/14/2015 2:00",3,9,6,17,12,NA,2015-01-14 02:00:00,2015,1,14,"Wed",2
"1/14/2015 3:00",2,3,5,28,5,NA,2015-01-14 03:00:00,2015,1,14,"Wed",3
"1/14/2015 4:00",5,1,5,19,6,NA,2015-01-14 04:00:00,2015,1,14,"Wed",4
"1/14/2015 5:00",32,8,5,26,40,NA,2015-01-14 05:00:00,2015,1,14,"Wed",5
"1/14/2015 6:00",98,29,5,26,127,NA,2015-01-14 06:00:00,2015,1,14,"Wed",6
"1/14/2015 7:00",453,204,4,24,657,NA,2015-01-14 07:00:00,2015,1,14,"Wed",7
"1/14/2015 8:00",652,547,4,22,1199,NA,2015-01-14 08:00:00,2015,1,14,"Wed",8
"1/14/2015 9:00",558,386,5,26,944,NA,2015-01-14 09:00:00,2015,1,14,"Wed",9
"1/14/2015 10:00",497,403,5,22,900,NA,2015-01-14 10:00:00,2015,1,14,"Wed",10
"1/14/2015 11:00",418,347,4,22,765,NA,2015-01-14 11:00:00,2015,1,14,"Wed",11
"1/14/2015 12:00",383,404,3,20,787,NA,2015-01-14 12:00:00,2015,1,14,"Wed",12
"1/14/2015 13:00",444,376,3,11,820,NA,2015-01-14 13:00:00,2015,1,14,"Wed",13
"1/14/2015 14:00",436,433,5,24,869,NA,2015-01-14 14:00:00,2015,1,14,"Wed",14
"1/14/2015 15:00",435,476,5,24,911,NA,2015-01-14 15:00:00,2015,1,14,"Wed",15
"1/14/2015 16:00",478,479,4,26,957,NA,2015-01-14 16:00:00,2015,1,14,"Wed",16
"1/14/2015 17:00",557,436,3,17,993,NA,2015-01-14 17:00:00,2015,1,14,"Wed",17
"1/14/2015 18:00",504,456,3,15,960,NA,2015-01-14 18:00:00,2015,1,14,"Wed",18
"1/14/2015 19:00",511,344,4,15,855,NA,2015-01-14 19:00:00,2015,1,14,"Wed",19
"1/14/2015 20:00",288,324,3,17,612,NA,2015-01-14 20:00:00,2015,1,14,"Wed",20
"1/14/2015 21:00",148,201,3,11,349,NA,2015-01-14 21:00:00,2015,1,14,"Wed",21
"1/14/2015 22:00",147,211,3,15,358,NA,2015-01-14 22:00:00,2015,1,14,"Wed",22
"1/14/2015 23:00",101,150,3,11,251,NA,2015-01-14 23:00:00,2015,1,14,"Wed",23
"1/15/2015 0:00",50,97,3,15,147,NA,2015-01-15 00:00:00,2015,1,15,"Thurs",0
"1/15/2015 1:00",35,82,4,17,117,NA,2015-01-15 01:00:00,2015,1,15,"Thurs",1
"1/15/2015 2:00",17,42,4,17,59,NA,2015-01-15 02:00:00,2015,1,15,"Thurs",2
"1/15/2015 3:00",15,38,5,20,53,NA,2015-01-15 03:00:00,2015,1,15,"Thurs",3
"1/15/2015 4:00",6,17,6,22,23,NA,2015-01-15 04:00:00,2015,1,15,"Thurs",4
"1/15/2015 5:00",28,15,6,22,43,NA,2015-01-15 05:00:00,2015,1,15,"Thurs",5
"1/15/2015 6:00",66,27,6,22,93,NA,2015-01-15 06:00:00,2015,1,15,"Thurs",6
"1/15/2015 7:00",334,176,7,28,510,NA,2015-01-15 07:00:00,2015,1,15,"Thurs",7
"1/15/2015 8:00",499,404,8,30,903,NA,2015-01-15 08:00:00,2015,1,15,"Thurs",8
"1/15/2015 9:00",365,298,8,30,663,NA,2015-01-15 09:00:00,2015,1,15,"Thurs",9
"1/15/2015 10:00",382,289,8,26,671,NA,2015-01-15 10:00:00,2015,1,15,"Thurs",10
"1/15/2015 11:00",394,319,9,28,713,NA,2015-01-15 11:00:00,2015,1,15,"Thurs",11
"1/15/2015 12:00",400,461,9,26,861,NA,2015-01-15 12:00:00,2015,1,15,"Thurs",12
"1/15/2015 13:00",422,351,9,32,773,NA,2015-01-15 13:00:00,2015,1,15,"Thurs",13
"1/15/2015 14:00",399,339,9,28,738,NA,2015-01-15 14:00:00,2015,1,15,"Thurs",14
"1/15/2015 15:00",467,370,9,26,837,NA,2015-01-15 15:00:00,2015,1,15,"Thurs",15
"1/15/2015 16:00",445,412,9,26,857,NA,2015-01-15 16:00:00,2015,1,15,"Thurs",16
"1/15/2015 17:00",482,428,9,26,910,NA,2015-01-15 17:00:00,2015,1,15,"Thurs",17
"1/15/2015 18:00",433,357,9,22,790,NA,2015-01-15 18:00:00,2015,1,15,"Thurs",18
"1/15/2015 19:00",336,312,9,26,648,NA,2015-01-15 19:00:00,2015,1,15,"Thurs",19
"1/15/2015 20:00",228,200,9,24,428,NA,2015-01-15 20:00:00,2015,1,15,"Thurs",20
"1/15/2015 21:00",161,201,9,20,362,NA,2015-01-15 21:00:00,2015,1,15,"Thurs",21
"1/15/2015 22:00",133,164,8,20,297,NA,2015-01-15 22:00:00,2015,1,15,"Thurs",22
"1/15/2015 23:00",45,106,7,20,151,NA,2015-01-15 23:00:00,2015,1,15,"Thurs",23
"1/16/2015 0:00",28,92,7,22,120,NA,2015-01-16 00:00:00,2015,1,16,"Fri",0
"1/16/2015 1:00",30,43,7,19,73,NA,2015-01-16 01:00:00,2015,1,16,"Fri",1
"1/16/2015 2:00",9,16,7,24,25,NA,2015-01-16 02:00:00,2015,1,16,"Fri",2
"1/16/2015 3:00",3,22,7,24,25,NA,2015-01-16 03:00:00,2015,1,16,"Fri",3
"1/16/2015 4:00",3,23,6,22,26,NA,2015-01-16 04:00:00,2015,1,16,"Fri",4
"1/16/2015 5:00",30,13,6,22,43,NA,2015-01-16 05:00:00,2015,1,16,"Fri",5
"1/16/2015 6:00",85,29,6,20,114,NA,2015-01-16 06:00:00,2015,1,16,"Fri",6
"1/16/2015 7:00",322,204,5,15,526,NA,2015-01-16 07:00:00,2015,1,16,"Fri",7
"1/16/2015 8:00",478,340,5,17,818,NA,2015-01-16 08:00:00,2015,1,16,"Fri",8
"1/16/2015 9:00",406,311,5,15,717,NA,2015-01-16 09:00:00,2015,1,16,"Fri",9
"1/16/2015 10:00",448,360,6,13,808,NA,2015-01-16 10:00:00,2015,1,16,"Fri",10
"1/16/2015 11:00",454,344,7,15,798,NA,2015-01-16 11:00:00,2015,1,16,"Fri",11
"1/16/2015 12:00",490,354,7,17,844,NA,2015-01-16 12:00:00,2015,1,16,"Fri",12
"1/16/2015 13:00",422,426,8,13,848,NA,2015-01-16 13:00:00,2015,1,16,"Fri",13
"1/16/2015 14:00",413,411,8,15,824,NA,2015-01-16 14:00:00,2015,1,16,"Fri",14
"1/16/2015 15:00",441,353,7,9,794,NA,2015-01-16 15:00:00,2015,1,16,"Fri",15
"1/16/2015 16:00",445,383,6,6,828,NA,2015-01-16 16:00:00,2015,1,16,"Fri",16
"1/16/2015 17:00",385,389,6,7,774,NA,2015-01-16 17:00:00,2015,1,16,"Fri",17
"1/16/2015 18:00",392,350,6,7,742,NA,2015-01-16 18:00:00,2015,1,16,"Fri",18
"1/16/2015 19:00",355,344,6,9,699,NA,2015-01-16 19:00:00,2015,1,16,"Fri",19
"1/16/2015 20:00",257,233,5,7,490,NA,2015-01-16 20:00:00,2015,1,16,"Fri",20
"1/16/2015 21:00",180,192,3,7,372,NA,2015-01-16 21:00:00,2015,1,16,"Fri",21
"1/16/2015 22:00",116,184,4,9,300,NA,2015-01-16 22:00:00,2015,1,16,"Fri",22
"1/16/2015 23:00",105,171,2,7,276,NA,2015-01-16 23:00:00,2015,1,16,"Fri",23
"1/17/2015 0:00",114,135,4,13,249,NA,2015-01-17 00:00:00,2015,1,17,"Sat",0
"1/17/2015 1:00",57,159,4,7,216,NA,2015-01-17 01:00:00,2015,1,17,"Sat",1
"1/17/2015 2:00",33,106,2,9,139,NA,2015-01-17 02:00:00,2015,1,17,"Sat",2
"1/17/2015 3:00",33,79,2,4,112,NA,2015-01-17 03:00:00,2015,1,17,"Sat",3
"1/17/2015 4:00",8,57,3,7,65,NA,2015-01-17 04:00:00,2015,1,17,"Sat",4
"1/17/2015 5:00",25,22,1,6,47,NA,2015-01-17 05:00:00,2015,1,17,"Sat",5
"1/17/2015 6:00",17,16,0,9,33,NA,2015-01-17 06:00:00,2015,1,17,"Sat",6
"1/17/2015 7:00",49,14,1,7,63,NA,2015-01-17 07:00:00,2015,1,17,"Sat",7
"1/17/2015 8:00",111,44,-1,4,155,NA,2015-01-17 08:00:00,2015,1,17,"Sat",8
"1/17/2015 9:00",234,101,1,7,335,NA,2015-01-17 09:00:00,2015,1,17,"Sat",9
"1/17/2015 10:00",325,130,2,7,455,NA,2015-01-17 10:00:00,2015,1,17,"Sat",10
"1/17/2015 11:00",330,160,4,11,490,NA,2015-01-17 11:00:00,2015,1,17,"Sat",11
"1/17/2015 12:00",373,196,5,17,569,NA,2015-01-17 12:00:00,2015,1,17,"Sat",12
"1/17/2015 13:00",354,277,5,15,631,NA,2015-01-17 13:00:00,2015,1,17,"Sat",13
"1/17/2015 14:00",309,347,5,15,656,NA,2015-01-17 14:00:00,2015,1,17,"Sat",14
"1/17/2015 15:00",263,281,5,15,544,NA,2015-01-17 15:00:00,2015,1,17,"Sat",15
"1/17/2015 16:00",263,285,3,9,548,NA,2015-01-17 16:00:00,2015,1,17,"Sat",16
"1/17/2015 17:00",200,278,2,9,478,NA,2015-01-17 17:00:00,2015,1,17,"Sat",17
"1/17/2015 18:00",280,235,1,6,515,NA,2015-01-17 18:00:00,2015,1,17,"Sat",18
"1/17/2015 19:00",207,196,1,9,403,NA,2015-01-17 19:00:00,2015,1,17,"Sat",19
"1/17/2015 20:00",215,233,0,9,448,NA,2015-01-17 20:00:00,2015,1,17,"Sat",20
"1/17/2015 21:00",138,184,1,9,322,NA,2015-01-17 21:00:00,2015,1,17,"Sat",21
"1/17/2015 22:00",93,103,0,9,196,NA,2015-01-17 22:00:00,2015,1,17,"Sat",22
"1/17/2015 23:00",93,133,0,11,226,NA,2015-01-17 23:00:00,2015,1,17,"Sat",23
"1/18/2015 0:00",92,131,0,9,223,NA,2015-01-18 00:00:00,2015,1,18,"Sun",0
"1/18/2015 1:00",69,137,1,11,206,NA,2015-01-18 01:00:00,2015,1,18,"Sun",1
"1/18/2015 2:00",39,122,2,13,161,NA,2015-01-18 02:00:00,2015,1,18,"Sun",2
"1/18/2015 3:00",23,82,1,11,105,NA,2015-01-18 03:00:00,2015,1,18,"Sun",3
"1/18/2015 4:00",18,31,1,13,49,NA,2015-01-18 04:00:00,2015,1,18,"Sun",4
"1/18/2015 5:00",11,29,1,11,40,NA,2015-01-18 05:00:00,2015,1,18,"Sun",5
"1/18/2015 6:00",17,9,1,13,26,NA,2015-01-18 06:00:00,2015,1,18,"Sun",6
"1/18/2015 7:00",18,13,1,13,31,NA,2015-01-18 07:00:00,2015,1,18,"Sun",7
"1/18/2015 8:00",32,19,1,11,51,NA,2015-01-18 08:00:00,2015,1,18,"Sun",8
"1/18/2015 9:00",110,26,0,11,136,NA,2015-01-18 09:00:00,2015,1,18,"Sun",9
"1/18/2015 10:00",176,47,1,13,223,NA,2015-01-18 10:00:00,2015,1,18,"Sun",10
"1/18/2015 11:00",116,103,1,7,219,NA,2015-01-18 11:00:00,2015,1,18,"Sun",11
"1/18/2015 12:00",96,134,2,11,230,NA,2015-01-18 12:00:00,2015,1,18,"Sun",12
"1/18/2015 13:00",111,171,3,13,282,NA,2015-01-18 13:00:00,2015,1,18,"Sun",13
"1/18/2015 14:00",186,167,3,11,353,NA,2015-01-18 14:00:00,2015,1,18,"Sun",14
"1/18/2015 15:00",186,156,3,9,342,NA,2015-01-18 15:00:00,2015,1,18,"Sun",15
"1/18/2015 16:00",162,165,3,9,327,NA,2015-01-18 16:00:00,2015,1,18,"Sun",16
"1/18/2015 17:00",271,182,2,7,453,NA,2015-01-18 17:00:00,2015,1,18,"Sun",17
"1/18/2015 18:00",171,164,2,6,335,NA,2015-01-18 18:00:00,2015,1,18,"Sun",18
"1/18/2015 19:00",146,188,2,7,334,NA,2015-01-18 19:00:00,2015,1,18,"Sun",19
"1/18/2015 20:00",104,160,2,7,264,NA,2015-01-18 20:00:00,2015,1,18,"Sun",20
"1/18/2015 21:00",61,82,2,9,143,NA,2015-01-18 21:00:00,2015,1,18,"Sun",21
"1/18/2015 22:00",57,117,2,9,174,NA,2015-01-18 22:00:00,2015,1,18,"Sun",22
"1/18/2015 23:00",39,62,1,9,101,NA,2015-01-18 23:00:00,2015,1,18,"Sun",23
"1/19/2015 0:00",15,25,1,7,40,NA,2015-01-19 00:00:00,2015,1,19,"Mon",0
"1/19/2015 1:00",9,13,1,6,22,NA,2015-01-19 01:00:00,2015,1,19,"Mon",1
"1/19/2015 2:00",3,9,0,6,12,NA,2015-01-19 02:00:00,2015,1,19,"Mon",2
"1/19/2015 3:00",5,2,-1,4,7,NA,2015-01-19 03:00:00,2015,1,19,"Mon",3
"1/19/2015 4:00",3,3,-1,4,6,NA,2015-01-19 04:00:00,2015,1,19,"Mon",4
"1/19/2015 5:00",24,11,-1,4,35,NA,2015-01-19 05:00:00,2015,1,19,"Mon",5
"1/19/2015 6:00",97,26,-2,2,123,NA,2015-01-19 06:00:00,2015,1,19,"Mon",6
"1/19/2015 7:00",386,200,-2,2,586,NA,2015-01-19 07:00:00,2015,1,19,"Mon",7
"1/19/2015 8:00",629,408,-2,4,1037,NA,2015-01-19 08:00:00,2015,1,19,"Mon",8
"1/19/2015 9:00",496,382,-1,4,878,NA,2015-01-19 09:00:00,2015,1,19,"Mon",9
"1/19/2015 10:00",424,441,-1,4,865,NA,2015-01-19 10:00:00,2015,1,19,"Mon",10
"1/19/2015 11:00",442,339,0,2,781,NA,2015-01-19 11:00:00,2015,1,19,"Mon",11
"1/19/2015 12:00",493,469,1,0,962,NA,2015-01-19 12:00:00,2015,1,19,"Mon",12
"1/19/2015 13:00",474,432,2,4,906,NA,2015-01-19 13:00:00,2015,1,19,"Mon",13
"1/19/2015 14:00",489,458,2,2,947,NA,2015-01-19 14:00:00,2015,1,19,"Mon",14
"1/19/2015 15:00",569,520,1,4,1089,NA,2015-01-19 15:00:00,2015,1,19,"Mon",15
"1/19/2015 16:00",601,489,1,2,1090,NA,2015-01-19 16:00:00,2015,1,19,"Mon",16
"1/19/2015 17:00",635,688,0,2,1323,NA,2015-01-19 17:00:00,2015,1,19,"Mon",17
"1/19/2015 18:00",432,538,-1,0,970,NA,2015-01-19 18:00:00,2015,1,19,"Mon",18
"1/19/2015 19:00",425,478,-1,2,903,NA,2015-01-19 19:00:00,2015,1,19,"Mon",19
"1/19/2015 20:00",253,340,-2,4,593,NA,2015-01-19 20:00:00,2015,1,19,"Mon",20
"1/19/2015 21:00",178,214,-2,4,392,NA,2015-01-19 21:00:00,2015,1,19,"Mon",21
"1/19/2015 22:00",112,190,-1,4,302,NA,2015-01-19 22:00:00,2015,1,19,"Mon",22
"1/19/2015 23:00",55,96,-1,2,151,NA,2015-01-19 23:00:00,2015,1,19,"Mon",23
"1/20/2015 0:00",30,61,-2,4,91,NA,2015-01-20 00:00:00,2015,1,20,"Tues",0
"1/20/2015 1:00",13,34,-1,7,47,NA,2015-01-20 01:00:00,2015,1,20,"Tues",1
"1/20/2015 2:00",7,6,0,7,13,NA,2015-01-20 02:00:00,2015,1,20,"Tues",2
"1/20/2015 3:00",6,2,-1,4,8,NA,2015-01-20 03:00:00,2015,1,20,"Tues",3
"1/20/2015 4:00",5,3,-1,4,8,NA,2015-01-20 04:00:00,2015,1,20,"Tues",4
"1/20/2015 5:00",31,11,-1,6,42,NA,2015-01-20 05:00:00,2015,1,20,"Tues",5
"1/20/2015 6:00",109,34,0,4,143,NA,2015-01-20 06:00:00,2015,1,20,"Tues",6
"1/20/2015 7:00",449,230,0,2,679,NA,2015-01-20 07:00:00,2015,1,20,"Tues",7
"1/20/2015 8:00",617,458,0,4,1075,NA,2015-01-20 08:00:00,2015,1,20,"Tues",8
"1/20/2015 9:00",533,434,0,2,967,NA,2015-01-20 09:00:00,2015,1,20,"Tues",9
"1/20/2015 10:00",481,401,0,6,882,NA,2015-01-20 10:00:00,2015,1,20,"Tues",10
"1/20/2015 11:00",470,404,1,7,874,NA,2015-01-20 11:00:00,2015,1,20,"Tues",11
"1/20/2015 12:00",528,459,2,9,987,NA,2015-01-20 12:00:00,2015,1,20,"Tues",12
"1/20/2015 13:00",535,418,2,6,953,NA,2015-01-20 13:00:00,2015,1,20,"Tues",13
"1/20/2015 14:00",541,543,2,7,1084,NA,2015-01-20 14:00:00,2015,1,20,"Tues",14
"1/20/2015 15:00",507,473,2,6,980,NA,2015-01-20 15:00:00,2015,1,20,"Tues",15
"1/20/2015 16:00",522,575,0,4,1097,NA,2015-01-20 16:00:00,2015,1,20,"Tues",16
"1/20/2015 17:00",619,557,0,6,1176,NA,2015-01-20 17:00:00,2015,1,20,"Tues",17
"1/20/2015 18:00",534,551,0,7,1085,NA,2015-01-20 18:00:00,2015,1,20,"Tues",18
"1/20/2015 19:00",442,475,-1,2,917,NA,2015-01-20 19:00:00,2015,1,20,"Tues",19
"1/20/2015 20:00",252,306,-2,4,558,NA,2015-01-20 20:00:00,2015,1,20,"Tues",20
"1/20/2015 21:00",157,246,-3,4,403,NA,2015-01-20 21:00:00,2015,1,20,"Tues",21
"1/20/2015 22:00",154,251,-3,2,405,NA,2015-01-20 22:00:00,2015,1,20,"Tues",22
"1/20/2015 23:00",67,123,-4,2,190,NA,2015-01-20 23:00:00,2015,1,20,"Tues",23
"1/21/2015 0:00",31,43,-4,2,74,NA,2015-01-21 00:00:00,2015,1,21,"Wed",0
"1/21/2015 1:00",13,22,-5,4,35,NA,2015-01-21 01:00:00,2015,1,21,"Wed",1
"1/21/2015 2:00",2,13,-3,4,15,NA,2015-01-21 02:00:00,2015,1,21,"Wed",2
"1/21/2015 3:00",5,7,-2,7,12,NA,2015-01-21 03:00:00,2015,1,21,"Wed",3
"1/21/2015 4:00",9,2,-2,6,11,NA,2015-01-21 04:00:00,2015,1,21,"Wed",4
"1/21/2015 5:00",27,3,-3,6,30,NA,2015-01-21 05:00:00,2015,1,21,"Wed",5
"1/21/2015 6:00",90,44,-2,6,134,NA,2015-01-21 06:00:00,2015,1,21,"Wed",6
"1/21/2015 7:00",462,124,-3,4,586,NA,2015-01-21 07:00:00,2015,1,21,"Wed",7
"1/21/2015 8:00",674,530,-3,7,1204,NA,2015-01-21 08:00:00,2015,1,21,"Wed",8
"1/21/2015 9:00",502,299,-2,7,801,NA,2015-01-21 09:00:00,2015,1,21,"Wed",9
"1/21/2015 10:00",467,518,-1,7,985,NA,2015-01-21 10:00:00,2015,1,21,"Wed",10
"1/21/2015 11:00",431,288,0,6,719,NA,2015-01-21 11:00:00,2015,1,21,"Wed",11
"1/21/2015 12:00",546,523,1,7,1069,NA,2015-01-21 12:00:00,2015,1,21,"Wed",12
"1/21/2015 13:00",541,402,2,9,943,NA,2015-01-21 13:00:00,2015,1,21,"Wed",13
"1/21/2015 14:00",498,521,2,13,1019,NA,2015-01-21 14:00:00,2015,1,21,"Wed",14
"1/21/2015 15:00",493,370,2,9,863,NA,2015-01-21 15:00:00,2015,1,21,"Wed",15
"1/21/2015 16:00",498,732,1,9,1230,NA,2015-01-21 16:00:00,2015,1,21,"Wed",16
"1/21/2015 17:00",601,506,0,11,1107,NA,2015-01-21 17:00:00,2015,1,21,"Wed",17
"1/21/2015 18:00",500,761,0,11,1261,NA,2015-01-21 18:00:00,2015,1,21,"Wed",18
"1/21/2015 19:00",457,426,-1,11,883,NA,2015-01-21 19:00:00,2015,1,21,"Wed",19
"1/21/2015 20:00",268,397,-1,11,665,NA,2015-01-21 20:00:00,2015,1,21,"Wed",20
"1/21/2015 21:00",139,180,-1,13,319,NA,2015-01-21 21:00:00,2015,1,21,"Wed",21
"1/21/2015 22:00",297,255,-2,11,552,NA,2015-01-21 22:00:00,2015,1,21,"Wed",22
"1/21/2015 23:00",195,205,-2,9,400,NA,2015-01-21 23:00:00,2015,1,21,"Wed",23
"1/22/2015 0:00",54,120,-2,17,174,NA,2015-01-22 00:00:00,2015,1,22,"Thurs",0
"1/22/2015 1:00",30,59,-2,13,89,NA,2015-01-22 01:00:00,2015,1,22,"Thurs",1
"1/22/2015 2:00",10,72,-2,15,82,NA,2015-01-22 02:00:00,2015,1,22,"Thurs",2
"1/22/2015 3:00",11,25,-2,17,36,NA,2015-01-22 03:00:00,2015,1,22,"Thurs",3
"1/22/2015 4:00",9,18,-2,15,27,NA,2015-01-22 04:00:00,2015,1,22,"Thurs",4
"1/22/2015 5:00",29,21,-1,20,50,NA,2015-01-22 05:00:00,2015,1,22,"Thurs",5
"1/22/2015 6:00",85,45,-1,19,130,NA,2015-01-22 06:00:00,2015,1,22,"Thurs",6
"1/22/2015 7:00",409,232,-1,20,641,NA,2015-01-22 07:00:00,2015,1,22,"Thurs",7
"1/22/2015 8:00",574,470,-1,19,1044,NA,2015-01-22 08:00:00,2015,1,22,"Thurs",8
"1/22/2015 9:00",434,327,-1,17,761,NA,2015-01-22 09:00:00,2015,1,22,"Thurs",9
"1/22/2015 10:00",474,399,0,19,873,NA,2015-01-22 10:00:00,2015,1,22,"Thurs",10
"1/22/2015 11:00",473,357,0,17,830,NA,2015-01-22 11:00:00,2015,1,22,"Thurs",11
"1/22/2015 12:00",412,532,0,11,944,NA,2015-01-22 12:00:00,2015,1,22,"Thurs",12
"1/22/2015 13:00",471,402,0,9,873,NA,2015-01-22 13:00:00,2015,1,22,"Thurs",13
"1/22/2015 14:00",509,426,0,13,935,NA,2015-01-22 14:00:00,2015,1,22,"Thurs",14
"1/22/2015 15:00",517,480,0,15,997,NA,2015-01-22 15:00:00,2015,1,22,"Thurs",15
"1/22/2015 16:00",536,481,0,15,1017,NA,2015-01-22 16:00:00,2015,1,22,"Thurs",16
"1/22/2015 17:00",572,591,0,9,1163,NA,2015-01-22 17:00:00,2015,1,22,"Thurs",17
"1/22/2015 18:00",521,495,0,11,1016,NA,2015-01-22 18:00:00,2015,1,22,"Thurs",18
"1/22/2015 19:00",376,389,0,7,765,NA,2015-01-22 19:00:00,2015,1,22,"Thurs",19
"1/22/2015 20:00",230,279,0,15,509,NA,2015-01-22 20:00:00,2015,1,22,"Thurs",20
"1/22/2015 21:00",158,203,0,15,361,NA,2015-01-22 21:00:00,2015,1,22,"Thurs",21
"1/22/2015 22:00",133,236,0,11,369,NA,2015-01-22 22:00:00,2015,1,22,"Thurs",22
"1/22/2015 23:00",58,153,-1,11,211,NA,2015-01-22 23:00:00,2015,1,22,"Thurs",23
"1/23/2015 0:00",40,106,-1,4,146,NA,2015-01-23 00:00:00,2015,1,23,"Fri",0
"1/23/2015 1:00",12,54,0,6,66,NA,2015-01-23 01:00:00,2015,1,23,"Fri",1
